company,rating,location,positionName,min_salary,max_salary,average_salary,skills,skill_categories,skills_count_all,skills_count_single,total_skills,city
Chewy,2.8,"Bellevue, WA",Data Scientist II,120500.0,193500.0,157000.0,"['python', 'r', 'java', 'statistics', 'optimization', 'machine learning', 'artificial intelligence', 'data science', 'sql', 'aws', 'sagemaker', 'tableau', 'data visualization', 'distributed computing', 'finance', 'compliance', 'communication skills', 'operations research']","[0, 0, 0, 1, 1, 2, 2, 2, 5, 6, 6, 7, 7, 9, 10, 10, 10, 10]",18,"[3, 2, 3, 0, 0, 1, 2, 2, 0, 1, 4]",18,Bellevue
PayPal,3.8,"Chicago, IL",Sr Data Scientist,123500.0,212850.0,168175.0,"['data science', 'security']","[2, 10]",2,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1]",2,Chicago
JPMorganChase,3.9,"Jersey City, NJ 07310",Lead Data Scientist - Finance Technology,142500.0,210000.0,176250.0,"['python', 'scala', 'classification', 'clustering', 'regression', 'optimization', 'machine learning', 'deep learning', 'nlp', 'anomaly detection', 'llm', 'ai/ml', 'data science', 'data mining', 'hadoop', 'big data', 'sql', 'data modeling', 'data visualization', 'finance']","[0, 0, 1, 1, 1, 1, 2, 2, 2, 2, 2, 2, 2, 2, 4, 4, 5, 5, 7, 10]",20,"[2, 4, 8, 0, 2, 2, 0, 1, 0, 0, 1]",20,Jersey City
"Amazon Web Services, Inc.",3.4,"Seattle, WA","Data Scientist, Applied AI Solutions",125500.0,212800.0,169150.0,"['python', 'r', 'perl', 'matlab', 'machine learning', 'ai/ml', 'data science', 'sql', 'aws']","[0, 0, 0, 0, 2, 2, 2, 5, 6]",9,"[4, 0, 3, 0, 0, 1, 1, 0, 0, 0, 0]",9,Seattle
Microsoft,4.2,"Redmond, WA 98052",Senior Battery Data Scientist,119800.0,258000.0,188900.0,"['statistics', 'machine learning', 'data science', 'chemistry']","[1, 2, 2, 10]",4,"[0, 1, 2, 0, 0, 0, 0, 0, 0, 0, 1]",4,Redmond
Mayo Clinic,3.8,"Rochester, MN 55901",Principal Data Science Analyst - Remote,141689.0,205420.0,173554.5,"['probability', 'clustering', 'regression', 'statistical modeling', 'experimental design', 'machine learning', 'deep learning', 'data science', 'data mining', 'data modeling', 'security', 'project management', 'communication skills']","[1, 1, 1, 1, 1, 2, 2, 2, 2, 5, 10, 10, 10]",13,"[0, 5, 4, 0, 0, 1, 0, 0, 0, 0, 3]",13,Rochester
Walmart,3.4,"San Bruno, CA 94066","(USA) Senior, Data Scientist",117000.0,234000.0,175500.0,"['python', 'r', 'scala', 'statistics', 'classification', 'optimization', 'machine learning', 'data science', 'tensorflow', 'scikit', 'torch', 'spark', 'sql', 'economics', 'finance', 'compliance', 'critical thinking', 'operations research']","[0, 0, 0, 1, 1, 1, 2, 2, 3, 3, 3, 4, 5, 10, 10, 10, 10, 10]",18,"[3, 3, 2, 3, 1, 1, 0, 0, 0, 0, 5]",18,San Bruno
Machinify,0.0,"Palo Alto, CA",Principal Data Scientist,,,,"['nlp', 'data science', 'security', 'data privacy']","[2, 2, 10, 10]",4,"[0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 2]",4,Palo Alto
QinetiQ US,3.7,"Washington, DC 20032",Data Scientist - MID,,,,"['python', 'machine learning', 'natural language processing', 'large language models', 'artificial intelligence', 'data science', 'data mining', 'sql', 'excel', 'data visualization', 'security', 'signal processing']","[0, 2, 2, 2, 2, 2, 2, 5, 7, 7, 10, 10]",12,"[1, 0, 6, 0, 0, 1, 0, 2, 0, 0, 2]",12,Washington
Base-2 Solutions,3.3,"Bethesda, MD",Data Scientist,140792.99,187723.99,164258.49,"['python', 'r', 'statistics', 'classification', 'natural language processing', 'data science', 'image processing', 'streamlit', 'hadoop', 'big data', 'sql', 'elasticsearch', 'docker', 'kubernetes', 'git', 'business intelligence', 'economics', 'security', 'cyber security', 'physics']","[0, 0, 1, 1, 2, 2, 2, 3, 4, 4, 5, 5, 6, 6, 6, 7, 10, 10, 10, 10]",20,"[2, 2, 3, 1, 2, 2, 3, 1, 0, 0, 4]",20,Bethesda
AMH,2.8,"Calabasas, CA","Senior Manager, Data Science",124486.0,161860.0,143173.0,"['python', 'r', 'statistics', 'statistical modeling', 'machine learning', 'deep learning', 'artificial intelligence', 'data science', 'data mining', 'numpy', 'pandas', 'xgboost', 'databricks', 'data pipelines', 'sql', 'tableau', 'power bi', 'critical thinking']","[0, 0, 1, 1, 2, 2, 2, 2, 2, 3, 3, 3, 4, 4, 5, 7, 7, 10]",18,"[2, 2, 5, 3, 2, 1, 0, 2, 0, 0, 1]",18,Calabasas
A.I. Service Agents & Automation,0.0,"Phoenix, AZ 85051",AI chatbot developer,95321.52,314795.8,205058.66,"['python', 'machine learning', 'natural language processing', 'tensorflow', 'spark', 'hadoop', 'big data', 'sql']","[0, 2, 2, 3, 4, 4, 4, 5]",8,"[1, 0, 2, 1, 3, 1, 0, 0, 0, 0, 0]",8,Phoenix
Integrated Intel Solutions,0.0,"Chantilly, VA",Data Scientist - STAR 2117,,,,"['python', 'sql', 'tableau', 'power bi']","[0, 5, 7, 7]",4,"[1, 0, 0, 0, 0, 1, 0, 2, 0, 0, 0]",4,Chantilly
Harley-Davidson,3.6,Wisconsin,Sr Data Scientist,,,,"['python', 'r', 'statistics', 'time series forecasting', 'machine learning', 'generative ai', 'large language models', 'data science', 'predictive modeling', 'hugging face', 'xgboost', 'airflow', 'sql', 'aws', 'azure', 'gcp', 'tableau', 'power bi', 'economics', 'finance', 'communication skills']","[0, 0, 1, 1, 2, 2, 2, 2, 2, 3, 3, 4, 5, 6, 6, 6, 7, 7, 10, 10, 10]",21,"[2, 2, 5, 2, 1, 1, 3, 2, 0, 0, 3]",21,Wisconsin
UnitedHealthcare,3.7,"Minnetonka, MN 55305","Principal Data Scientist, Star Ratings Analytics - Remote",106800.0,194200.0,150500.0,"['python', 'predictive modeling', 'excel', 'finance']","[0, 2, 7, 10]",4,"[1, 0, 1, 0, 0, 0, 0, 1, 0, 0, 1]",4,Minnetonka
Oura,0.0,"San Francisco, CA",Senior AI Data Specialist- Women's Health (Short-term 9 months),139000.0,203000.0,171000.0,['machine learning'],[2],1,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0]",1,San Francisco
Base-2 Solutions,3.3,"Bethesda, MD",Data Scientist,174778.09,233037.46,203907.775,"['python', 'r', 'statistics', 'classification', 'natural language processing', 'large language models', 'data science', 'image processing', 'streamlit', 'hadoop', 'big data', 'sql', 'elasticsearch', 'docker', 'kubernetes', 'git', 'business intelligence', 'economics', 'security', 'cyber security', 'physics']","[0, 0, 1, 1, 2, 2, 2, 2, 3, 4, 4, 5, 5, 6, 6, 6, 7, 10, 10, 10, 10]",21,"[2, 2, 4, 1, 2, 2, 3, 1, 0, 0, 4]",21,Bethesda
Popular Bank,4.1,"San Juan, PR",Data Scientist,,,,"['python', 'r', 'statistics', 'clustering', 'regression', 'statistical modeling', 'machine learning', 'deep learning', 'ai/ml', 'data science', 'tensorflow', 'pytorch', 'keras', 'scipy', 'numpy', 'pandas', 'matplotlib', 'torch', 'spark', 'hadoop', 'mapreduce', 'databricks', 'big data', 'sql', 'mysql', 'oracle', 'aws', 'azure', 'gcp', 'sagemaker', 'docker', 'kubernetes', 'model validation', 'economics', 'finance', 'fraud detection', 'compliance', 'security', 'data governance']","[0, 0, 1, 1, 1, 1, 2, 2, 2, 2, 3, 3, 3, 3, 3, 3, 3, 3, 4, 4, 4, 4, 4, 5, 5, 5, 6, 6, 6, 6, 6, 6, 8, 10, 10, 10, 10, 10, 10]",39,"[2, 4, 4, 8, 5, 3, 6, 0, 1, 0, 6]",39,San Juan
Alpha Net Consulting LLC,3.3,Remote,Data Scientist with ML experience ( Only w2),106267.20000000001,116355.2,111311.2,"['ai/ml', 'ai/ml development', 'sql']","[2, 2, 5]",3,"[0, 0, 2, 0, 0, 1, 0, 0, 0, 0, 0]",3,Remote
Base-2 Solutions,3.3,"Fort Meade, MD",Data Scientist - Skill Level 3,167447.97,223263.96,195355.965,"['python', 'r', 'matlab', 'statistics', 'machine learning', 'artificial intelligence', 'data mining', 'sql', 'security', 'operations research']","[0, 0, 0, 1, 2, 2, 2, 5, 10, 10]",10,"[3, 1, 3, 0, 0, 1, 0, 0, 0, 0, 2]",10,Fort Meade
Quantori,3.8,Remote,ML Engineer,152608.0,166783.0,159695.5,"['python', 'java', 'c++', 'machine learning', 'ai/ml', 'artificial intelligence', 'tensorflow', 'pytorch', 'numpy', 'pandas', 'communication skills']","[0, 0, 0, 2, 2, 2, 3, 3, 3, 3, 10]",11,"[3, 0, 3, 4, 0, 0, 0, 0, 0, 0, 1]",11,Remote
Archive Health,0.0,Remote,Data Scientist,95000.0,105000.0,100000.0,"['python', 'statistics', 'classification', 'clustering', 'regression', 'statistical modeling', 'machine learning', 'nlp', 'data science', 'numpy', 'pandas', 'spark', 'airflow', 'data pipelines', 'data wrangling', 'data infrastructure', 'sql', 'aws', 'gcp', 'tableau', 'power bi', 'data privacy']","[0, 1, 1, 1, 1, 1, 2, 2, 2, 3, 3, 4, 4, 4, 4, 4, 5, 6, 6, 7, 7, 10]",22,"[1, 5, 3, 2, 5, 1, 2, 2, 0, 0, 1]",22,Remote
Andrew Morgan,5.0,"Washington, DC",Data Scientist,,,,"['python', 'r', 'machine learning', 'ai/ml', 'data science', 'big data', 'aws', 'azure']","[0, 0, 2, 2, 2, 4, 6, 6]",8,"[2, 0, 3, 0, 1, 0, 2, 0, 0, 0, 0]",8,Washington
Perrigo,3.5,"Allegan, MI 49010",Sr. Data Scientist,,,,"['python', 'r', 'statistics', 'regression', 'machine learning', 'ai/ml', 'data science', 'data mining', 'databricks', 'sql', 'power bi', 'data visualization', 'finance', 'compliance', 'security', 'communication skills']","[0, 0, 1, 1, 2, 2, 2, 2, 4, 5, 7, 7, 10, 10, 10, 10]",16,"[2, 2, 4, 0, 1, 1, 0, 2, 0, 0, 4]",16,Allegan
Alignment Healthcare,2.9,"Orange, CA",Data Scientist – Generative AI & Medicare Risk Adjustment Analytics,149882.0,224823.0,187352.5,"['python', 'r', 'java', 'c', 'c++', 'scala', 'statistics', 'machine learning', 'nlp', 'natural language processing', 'computer vision', 'data science', 'predictive modeling', 'spark', 'hadoop', 'big data', 'sql', 'nosql', 'aws', 'azure', 'git', 'ci/cd', 'data visualization', 'compliance']","[0, 0, 0, 0, 0, 0, 1, 2, 2, 2, 2, 2, 2, 4, 4, 4, 5, 5, 6, 6, 6, 6, 7, 10]",24,"[6, 1, 6, 0, 3, 2, 4, 1, 0, 0, 1]",24,Orange
MetroStar,4.3,"Washington, DC 20006",Sr. Data Scientist II (5945),120000.0,191000.0,155500.0,"['python', 'r', 'optimization', 'machine learning', 'ai/ml', 'data science', 'tensorflow', 'keras', 'numpy', 'ci/cd', 'compliance', 'security']","[0, 0, 1, 2, 2, 2, 3, 3, 3, 6, 10, 10]",12,"[2, 1, 3, 3, 0, 0, 1, 0, 0, 0, 2]",12,Washington
"Staples, Inc.",3.4,"Lincolnshire, IL",Senior Data Scientist,115000.0,175000.0,145000.0,"['python', 'statistics', 'statistical modeling', 'machine learning', 'deep learning', 'nlp', 'recommendation systems', 'data science', 'predictive modeling', 'tensorflow', 'pytorch', 'xgboost', 'lightgbm', 'sql']","[0, 1, 1, 2, 2, 2, 2, 2, 2, 3, 3, 3, 3, 5]",14,"[1, 2, 6, 4, 0, 1, 0, 0, 0, 0, 0]",14,Lincolnshire
"Bluehawk, LLC",3.4,"Washington, DC",Data Scientist - Mid,,,,"['python', 'machine learning', 'natural language processing', 'large language models', 'data science', 'data mining', 'sql', 'excel', 'data visualization']","[0, 2, 2, 2, 2, 2, 5, 7, 7]",9,"[1, 0, 5, 0, 0, 1, 0, 2, 0, 0, 0]",9,Washington
Discount Tire,3.8,"Scottsdale, AZ 85255",Associate Data Scientist,,,,"['python', 'statistics', 'machine learning', 'data science']","[0, 1, 2, 2]",4,"[1, 1, 2, 0, 0, 0, 0, 0, 0, 0, 0]",4,Scottsdale
MD Anderson Cancer Center,4.1,"Houston, TX 77030",Senior Data Scientist - Healthcare AI,123000.0,185000.0,154000.0,"['python', 'c#', 'c++', 'statistics', 'optimization', 'machine learning', 'generative ai', 'large language models', 'ai/ml', 'data science', 'tensorflow', 'pytorch', 'data pipelines', 'azure', 'model validation', 'compliance', 'hipaa', 'project management', 'physics', 'computational biology']","[0, 0, 0, 1, 1, 2, 2, 2, 2, 2, 3, 3, 4, 6, 8, 10, 10, 10, 10, 10]",20,"[3, 2, 5, 2, 1, 0, 1, 0, 1, 0, 5]",20,Houston
Fiserv,3.3,"Sunnyvale, CA 94085",Data Science Engineer,124300.0,213100.0,168700.0,"['python', 'statistics', 'machine learning', 'ai/ml', 'artificial intelligence', 'data science', 'vector databases', 'mysql', 'mongodb', 'redis', 'nosql', 'docker', 'jenkins', 'ci/cd', 'serverless', 'communication skills', 'physics']","[0, 1, 2, 2, 2, 2, 2, 5, 5, 5, 5, 6, 6, 6, 8, 10, 10]",17,"[1, 1, 5, 0, 0, 4, 3, 0, 1, 0, 2]",17,Sunnyvale
City of North Las Vegas,3.7,"North Las Vegas, NV",Data Analyst / Senior Data Analyst,77633.37,135078.16,106355.765,"['python', 'statistics', 'data science', 'sql', 'tableau', 'data visualization', 'business intelligence', 'compliance', 'security', 'data governance', 'geospatial analysis']","[0, 1, 2, 5, 7, 7, 7, 10, 10, 10, 10]",11,"[1, 1, 1, 0, 0, 1, 0, 3, 0, 0, 4]",11,North Las Vegas
Amazon,3.5,"Seattle, WA","Data Scientist, NAS Mosaic",125500.0,212800.0,169150.0,"['python', 'r', 'perl', 'matlab', 'machine learning', 'recommendation systems', 'data mining', 'sql', 'business intelligence', 'communication skills']","[0, 0, 0, 0, 2, 2, 2, 5, 7, 10]",10,"[4, 0, 3, 0, 0, 1, 0, 1, 0, 0, 1]",10,Seattle
"TriMerge Consulting Group, P.A.",5.0,"Rockville, MD 20850",Data Analyst / Health Data Scientist,80000.88,115000.0,97500.44,"['python', 'r', 'data science', 'sql']","[0, 0, 2, 5]",4,"[2, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0]",4,Rockville
TSP LLC,0.0,United States,Data Scientist,100000.0,110000.0,105000.0,"['python', 'r', 'optimization', 'machine learning', 'data science', 'data pipelines', 'ci/cd', 'data visualization', 'communication skills']","[0, 0, 1, 2, 2, 4, 6, 7, 10]",9,"[2, 1, 2, 0, 1, 0, 1, 1, 0, 0, 1]",9,United States
EMC Insurance,3.7,"Des Moines, IA",Data Scientist II,,,,"['python', 'r', 'statistics', 'machine learning', 'deep learning', 'data science', 'data mining', 'hadoop', 'sql', 'data visualization', 'communication skills']","[0, 0, 1, 2, 2, 2, 2, 4, 5, 7, 10]",11,"[2, 1, 4, 0, 1, 1, 0, 1, 0, 0, 1]",11,Des Moines
3M,3.8,Minnesota,Data Scientist,122292.0,149468.0,135880.0,"['python', 'r', 'go', 'statistics', 'classification', 'regression', 'optimization', 'machine learning', 'deep learning', 'generative ai', 'artificial intelligence', 'data science', 'data mining', 'predictive modeling', 'spark', 'big data', 'sql', 'distributed computing', 'compliance', 'security', 'communication skills']","[0, 0, 0, 1, 1, 1, 1, 2, 2, 2, 2, 2, 2, 2, 4, 4, 5, 9, 10, 10, 10]",21,"[3, 4, 7, 0, 2, 1, 0, 0, 0, 1, 3]",21,Minnesota
LiveRamp,3.4,"San Francisco, CA","Co-op, Data Science",,,,"['bash', 'probability', 'statistics', 'machine learning', 'data science', 'numpy', 'pandas', 'matplotlib', 'airflow', 'big data', 'sql', 'data modeling', 'aws', 'gcp', 'git', 'physics']","[0, 1, 1, 2, 2, 3, 3, 3, 4, 4, 5, 5, 6, 6, 6, 10]",16,"[1, 2, 2, 3, 2, 2, 3, 0, 0, 0, 1]",16,San Francisco
Arity,4.3,Remote,Arity - Data Scientist - Arity,78600.0,142275.0,110437.5,"['python', 'r', 'statistics', 'machine learning', 'data science', 'aws', 'azure', 'gcp', 'distributed computing', 'compliance']","[0, 0, 1, 2, 2, 6, 6, 6, 9, 10]",10,"[2, 1, 2, 0, 0, 0, 3, 0, 0, 1, 1]",10,Remote
iFIT,3.4,Remote,Data Scientist,,,,"['typescript', 'statistics', 'statistical modeling', 'machine learning', 'data science', 'data visualization']","[0, 1, 1, 2, 2, 7]",6,"[1, 2, 2, 0, 0, 0, 0, 1, 0, 0, 0]",6,Remote
The Brite Group,3.0,Remote,Junior Data Scientist -DOD Secret Clearance Required,62400.0,83200.0,72800.0,"['python', 'statistics', 'machine learning', 'natural language processing', 'large language models', 'data science', 'data mining', 'data modeling']","[0, 1, 2, 2, 2, 2, 2, 5]",8,"[1, 1, 5, 0, 0, 1, 0, 0, 0, 0, 0]",8,Remote
EVERSOURCE,3.5,"Westwood, MA",Lead Data Scientist (Hybrid),157040.0,174490.0,165765.0,"['python', 'r', 'shell scripts', 'regression', 'machine learning', 'recommendation systems', 'artificial intelligence', 'data science', 'data mining', 'finance']","[0, 0, 0, 1, 2, 2, 2, 2, 2, 10]",10,"[3, 1, 5, 0, 0, 0, 0, 0, 0, 0, 1]",10,Westwood
BI USA,4.0,"Ridgefield, CT 06877",Senior Data Scientist,,,,"['python', 'statistics', 'machine learning', 'natural language processing', 'large language models', 'llm', 'prompt engineering', 'artificial intelligence', 'data science', 'tensorflow', 'pytorch', 'docker', 'kubernetes', 'git', 'ci/cd', 'data visualization', 'compliance', 'communication skills', 'physics', 'bioinformatics']","[0, 1, 2, 2, 2, 2, 2, 2, 2, 3, 3, 6, 6, 6, 6, 7, 10, 10, 10, 10]",20,"[1, 1, 7, 2, 0, 0, 4, 1, 0, 0, 4]",20,Ridgefield
Wells Fargo,3.6,"Charlotte, NC 28202",Senior Data Science Consultant - Campaign Analytics,,,,"['python', 'r', 'statistics', 'optimization', 'data science', 'etl', 'sql', 'data warehousing', 'tableau', 'data visualization', 'economics', 'compliance', 'project management', 'physics', 'marketing analytics']","[0, 0, 1, 1, 2, 4, 5, 5, 7, 7, 10, 10, 10, 10, 10]",15,"[2, 2, 1, 0, 1, 2, 0, 2, 0, 0, 5]",15,Charlotte
Ascension,3.5,Remote,Research Data Scientist,,,,"['python', 'r', 'hypothesis testing', 'data science', 'sql']","[0, 0, 1, 2, 5]",5,"[2, 1, 1, 0, 0, 1, 0, 0, 0, 0, 0]",5,Remote
Cherokee Federal,3.1,"Washington, DC 20001",Senior Data Analyst,,,,"['data science', 'data visualization']","[2, 7]",2,"[0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0]",2,Washington
Ford Motor Company,4.1,"Dearborn, MI 48126",Analytics Scientist,,,,"['python', 'r', 'probability', 'statistics', 'classification', 'regression', 'time series analysis', 'time series forecasting', 'statistical modeling', 'machine learning', 'artificial intelligence', 'data science', 'sql', 'economics', 'finance', 'compliance', 'communication skills', 'operations research']","[0, 0, 1, 1, 1, 1, 1, 1, 1, 2, 2, 2, 5, 10, 10, 10, 10, 10]",18,"[2, 7, 3, 0, 0, 1, 0, 0, 0, 0, 5]",18,Dearborn
Amex,4.1,"New York, NY",Senior Analyst - Data Science,55000.0,105000.0,80000.0,"['python', 'statistics', 'optimization', 'machine learning', 'nlp', 'natural language processing', 'data science', 'data mining', 'predictive modeling', 'tensorflow', 'pytorch', 'matplotlib', 'seaborn', 'transformers', 'nltk', 'spark', 'hadoop', 'hive', 'big data', 'etl', 'data pipelines', 'sql', 'excel', 'data visualization', 'economics', 'finance']","[0, 1, 1, 2, 2, 2, 2, 2, 2, 3, 3, 3, 3, 3, 3, 4, 4, 4, 4, 4, 4, 5, 7, 7, 10, 10]",26,"[1, 2, 6, 6, 6, 1, 0, 2, 0, 0, 2]",26,New York
General Atomics and Affiliated Companies,3.6,"Charlottesville, VA","Data Scientist, Federal Team",98100.0,171398.0,134749.0,"['python', 'statistics', 'classification', 'machine learning', 'computer vision', 'ai/ml', 'data science', 'tensorflow', 'pytorch', 'docker', 'kubernetes', 'jenkins', 'gitlab', 'ci/cd', 'security']","[0, 1, 1, 2, 2, 2, 2, 3, 3, 6, 6, 6, 6, 6, 10]",15,"[1, 2, 4, 2, 0, 0, 5, 0, 0, 0, 1]",15,Charlottesville
Glean Technologies,0.0,"Palo Alto, CA","Senior Data Scientist, EGINew",175000.0,210000.0,192500.0,"['python', 'statistics', 'statistical modeling', 'generative ai', 'data science', 'data pipelines', 'data engineering', 'sql', 'tableau', 'looker', 'business intelligence']","[0, 1, 1, 2, 2, 4, 4, 5, 7, 7, 7]",11,"[1, 2, 2, 0, 2, 1, 0, 3, 0, 0, 0]",11,Palo Alto
Disney Entertainment and ESPN Product & Technology,0.0,"New York, NY",Lead Machine Learning Engineer,175800.0,235700.0,205750.0,"['python', 'java', 'scala', 'machine learning', 'data mining', 'tensorflow', 'pytorch', 'spark', 'kafka', 'airflow', 'databricks', 'big data', 'etl', 'data pipelines', 'aws', 'sagemaker', 'docker', 'Kubeflow', 'data governance', 'communication skills']","[0, 0, 0, 2, 2, 3, 3, 4, 4, 4, 4, 4, 4, 4, 6, 6, 6, 6, 10, 10]",20,"[3, 0, 2, 2, 7, 0, 4, 0, 0, 0, 2]",20,New York
Zoom,3.8,"Seattle, WA 98107",AI Scientist - Agentic Verticals,143000.0,312800.0,227900.0,"['python', 'java', 'c++', 'machine learning', 'reinforcement learning', 'large language models', 'llm', 'artificial intelligence', 'pytorch']","[0, 0, 0, 2, 2, 2, 2, 2, 3]",9,"[3, 0, 5, 1, 0, 0, 0, 0, 0, 0, 0]",9,Seattle
IntelliGenesis,4.7,"Denver, CO 80014",Data Scientist Level 3,61244.98,134738.95,97991.96500000001,"['python', 'statistics', 'hypothesis testing', 'machine learning', 'artificial intelligence', 'data science', 'data mining', 'data modeling', 'operations research']","[0, 1, 1, 2, 2, 2, 2, 5, 10]",9,"[1, 2, 4, 0, 0, 1, 0, 0, 0, 0, 1]",9,Denver
Cleveland Clinic,3.8,"Cleveland, OH 44195",Data Scientist II - Neurological Institute,,,,"['python', 'r', 'java', 'statistics', 'machine learning', 'deep learning', 'nlp', 'natural language processing', 'artificial intelligence', 'data science', 'spark', 'hive', 'pig', 'mapreduce', 'big data', 'etl', 'sql', 'oracle', 'tableau', 'business intelligence', 'distributed computing', 'economics', 'finance', 'project management', 'physics']","[0, 0, 0, 1, 2, 2, 2, 2, 2, 2, 4, 4, 4, 4, 4, 4, 5, 5, 7, 7, 9, 10, 10, 10, 10]",25,"[3, 1, 6, 0, 6, 2, 0, 2, 0, 1, 4]",25,Cleveland
Meta,4.0,"Menlo Park, CA 94025","Data Science Manager, Monetization",206000.0,281000.0,243500.0,"['statistics', 'statistical modeling', 'machine learning', 'artificial intelligence', 'data science', 'data engineering', 'economics', 'finance', 'project management', 'team leadership', 'physics', 'operations research']","[1, 1, 2, 2, 2, 4, 10, 10, 10, 10, 10, 10]",12,"[0, 2, 3, 0, 1, 0, 0, 0, 0, 0, 6]",12,Menlo Park
Wells Fargo,3.6,"Charlotte, NC 28202",Lead Data Science Consultant - Campaign Analytics,,,,"['python', 'r', 'statistics', 'optimization', 'data science', 'etl', 'sql', 'data warehousing', 'tableau', 'data visualization', 'economics', 'compliance', 'project management', 'physics', 'marketing analytics']","[0, 0, 1, 1, 2, 4, 5, 5, 7, 7, 10, 10, 10, 10, 10]",15,"[2, 2, 1, 0, 1, 2, 0, 2, 0, 0, 5]",15,Charlotte
Messenger,4.0,"New York, NY","Audio Software Engineer, Applied Scientist",146993.6,146993.6,146993.6,"['c', 'c++', 'machine learning', 'artificial intelligence', 'physics', 'audio signal processing', 'signal processing']","[0, 0, 2, 2, 10, 10, 10]",7,"[2, 0, 2, 0, 0, 0, 0, 0, 0, 0, 3]",7,New York
The Hartford,3.6,"Charlotte, NC",Sr Data Scientist,110720.0,166080.0,138400.0,"['python', 'r', 'statistics', 'statistical modeling', 'machine learning', 'data science', 'data engineering', 'sql']","[0, 0, 1, 1, 2, 2, 4, 5]",8,"[2, 2, 2, 0, 1, 1, 0, 0, 0, 0, 0]",8,Charlotte
Amazon,3.5,"New York, NY","Software Dev Engineer II, Measurement, Ad Tech, and Data Science (MADS)",129300.0,223600.0,176450.0,[],[],0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,New York
Microsoft,4.2,"Redmond, WA 98052",Applied Scientist II - M365 Copilot,100600.0,215400.0,158000.0,"['statistics', 'optimization', 'deep learning', 'nlp', 'natural language processing', 'reinforcement learning', 'large language models', 'artificial intelligence', 'data mining', 'security', 'signal processing']","[1, 1, 2, 2, 2, 2, 2, 2, 2, 10, 10]",11,"[0, 2, 7, 0, 0, 0, 0, 0, 0, 0, 2]",11,Redmond
