positionName,company,location,min_salary,max_salary,skills,skill_categories,skills_count_single
"Senior Data Scientist, Research, YouTube Search",Google,"San Bruno, CA",166000.0,244000.0,"['python', 'r', 'statistics', 'data science', 'data infrastructure', 'sql', 'economics', 'physics', 'operations research']","[0, 0, 1, 2, 4, 5, 10, 10, 10]","[2.0, 1.0, 1.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 3.0]"
Senior AI Engineer - Data Scientist,BAXTER,"Milwaukee, WI 53214",112000.0,154000.0,"['python', 'scala', 'optimization', 'machine learning', 'generative ai', 'data science', 'predictive modeling', 'spark', 'databricks', 'azure', 'tableau', 'power bi', 'data visualization', 'hipaa']","[0, 0, 1, 2, 2, 2, 2, 4, 4, 6, 7, 7, 7, 10]","[2.0, 1.0, 4.0, 0.0, 2.0, 0.0, 1.0, 3.0, 0.0, 0.0, 1.0]"
"Audio Software Engineer, Applied Scientist",Meta,"Redmond, WA",146993.6,146993.6,"['c', 'c++', 'machine learning', 'generative ai', 'artificial intelligence', 'physics', 'audio signal processing', 'signal processing']","[0, 0, 2, 2, 2, 10, 10, 10]","[2.0, 0.0, 3.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 3.0]"
"Software Engineer, Machine Learning",Meta,"Bellevue, WA 98005",203350.0,240240.0,"['python', 'java', 'c', 'c#', 'c++', 'haskell', 'php', 'perl', 'shell scripting', 'shell scripts', 'unix', 'linux', 'classification', 'regression', 'optimization', 'machine learning', 'deep learning', 'natural language processing', 'computer vision', 'recommendation systems', 'data mining', 'tensorflow', 'pytorch', 'mxnet', 'spark', 'hadoop', 'pig', 'mapreduce', 'sql', 'bigtable', 'hbase', 'git', 'physics', 'computer graphics']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 2, 2, 2, 2, 2, 2, 3, 3, 3, 4, 4, 4, 4, 5, 5, 5, 6, 10, 10]","[12.0, 3.0, 6.0, 3.0, 4.0, 3.0, 1.0, 0.0, 0.0, 0.0, 2.0]"
AI / Machine Learning Research Engineer (early career),Lockheed Martin,"Shelton, CT 06484",141767.40266666666,236245.72,"['python', 'c', 'c++', 'go', 'linux', 'machine learning', 'deep learning', 'computer vision', 'artificial intelligence', 'pytorch', 'scikit', 'numpy', 'pandas', 'opencv', 'kafka', 'docker', 'git', 'model deployment', 'grpc', 'high-performance computing', 'cuda', 'intel oneapi', 'nvidia tensorrt', 'triton inference server', 'onnxruntime', 'security', 'physics']","[0, 0, 0, 0, 0, 2, 2, 2, 2, 3, 3, 3, 3, 3, 4, 6, 6, 8, 8, 9, 9, 9, 9, 9, 9, 10, 10]","[5.0, 0.0, 4.0, 5.0, 1.0, 0.0, 2.0, 0.0, 2.0, 6.0, 2.0]"
"Staff Data Scientist, Research, Search Platforms",Google,"Cambridge, MA",197000.0,291000.0,"['python', 'r', 'statistics', 'optimization', 'data science', 'data infrastructure', 'sql', 'economics', 'physics', 'operations research']","[0, 0, 1, 1, 2, 4, 5, 10, 10, 10]","[2.0, 2.0, 1.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 3.0]"
"Applied AI/ML, Senior Associate - Gen AI & LLM",JPMorganChase,"Jacksonville, FL 32256",128250.0,195000.0,"['python', 'r', 'machine learning', 'generative ai', 'large language models', 'llm', 'ai/ml', 'ai/ml development', 'data science', 'finance', 'data governance', 'communication skills']","[0, 0, 2, 2, 2, 2, 2, 2, 2, 10, 10, 10]","[2.0, 0.0, 7.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 3.0]"
"Executive Director, ML and Ad Marketplace",Comcast Corporation,"San Francisco, CA 94108",293755.64,459791.43,"['optimization', 'machine learning', 'artificial intelligence', 'data science', 'data infrastructure', 'data modeling']","[1, 2, 2, 2, 4, 5]","[0.0, 1.0, 3.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
AI/ML Engineer,Riverside Research Institute,"Beavercreek, OH 45431",70000.0,120000.0,"['python', 'optimization', 'stochastic simulation', 'machine learning', 'computer vision', 'multi-modal ai/ml', 'ai/ml', 'artificial intelligence', 'tensorflow', 'high-performance computing', 'sociology', 'security', 'communication skills', 'physics', 'signal processing']","[0, 1, 1, 2, 2, 2, 2, 2, 3, 9, 10, 10, 10, 10, 10]","[1.0, 2.0, 5.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 5.0]"
Senior Software Engineer - AI/ML,Mayo Clinic,"Rochester, MN 55901",138257.6,200512.0,"['java', 'c', 'c#', 'c++', 'machine learning', 'deep learning', 'natural language processing', 'computer vision', 'generative ai', 'large language models', 'llm', 'ai/ml', 'artificial intelligence', 'ai engineering', 'data science', 'data engineering', 'aws', 'azure', 'gcp', 'sagemaker', 'azure ml', 'vertex ai', 'gcp vertex ai', 'compliance', 'security', 'communication skills']","[0, 0, 0, 0, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 4, 6, 6, 6, 6, 6, 6, 6, 10, 10, 10]","[4.0, 0.0, 11.0, 0.0, 1.0, 0.0, 7.0, 0.0, 0.0, 0.0, 3.0]"
"Staff Fullstack Software Engineer, AI Document Generation",EvenUp,"San Francisco, CA",138354.95,206860.93,"['python', 'java', 'c++', 'go', 'typescript', 'javascript', 'react', 'machine learning', 'generative ai', 'communication skills']","[0, 0, 0, 0, 0, 0, 0, 2, 2, 10]","[7.0, 0.0, 2.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0]"
Machine Learning Data Acquisition Scientist (Ph.D.),Exponent Inc.,"Phoenix, AZ 85027",130511.3934,197120.3816,"['statistics', 'optimization', 'machine learning', 'data science', 'project management', 'communication skills', 'physics', 'robotics']","[1, 1, 2, 2, 10, 10, 10, 10]","[0.0, 2.0, 2.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 4.0]"
"Research Engineer, Speech & Language - Generative AI",Meta,"Bellevue, WA 98005",177008.0,177008.0,"['python', 'machine learning', 'reinforcement learning', 'generative ai', 'large language models', 'llm', 'artificial intelligence', 'speech recognition', 'foundation models', 'pytorch', 'physics']","[0, 2, 2, 2, 2, 2, 2, 2, 2, 3, 10]","[1.0, 0.0, 8.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0]"
Sustainment Digital Tools & Engineering AI/ML Engineer Sr,Lockheed Martin,"Fort Worth, TX 76102",141000.7375,183854.63800000004,"['python', 'r', 'java', 'c++', 'optimization', 'machine learning', 'ai/ml', 'artificial intelligence', 'tensorflow', 'pytorch', 'seaborn', 'data pipelines', 'ansible', 'jenkins', 'git', 'tableau', 'security']","[0, 0, 0, 0, 1, 2, 2, 2, 3, 3, 3, 4, 6, 6, 6, 7, 10]","[4.0, 1.0, 3.0, 3.0, 1.0, 0.0, 3.0, 1.0, 0.0, 0.0, 1.0]"
Applied AI Architect,Lockheed Martin,"Fort Worth, TX 76102",147271.33299999998,216168.876,"['computer vision', 'ai/ml', 'ai/ml development', 'artificial intelligence', 'image processing', 'security']","[2, 2, 2, 2, 2, 10]","[0.0, 0.0, 5.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0]"
Senior Data Science Analyst - Remote,Mayo Clinic,"Rochester, MN 55901",122990.4,184579.2,"['probability', 'clustering', 'regression', 'statistical modeling', 'machine learning', 'deep learning', 'generative ai', 'artificial intelligence', 'data science', 'data mining', 'data modeling', 'security', 'project management', 'communication skills', 'operations research']","[1, 1, 1, 1, 2, 2, 2, 2, 2, 2, 5, 10, 10, 10, 10]","[0.0, 4.0, 6.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 4.0]"
Senior Data Analyst - Assortment Analytics,Home Depot / THD,"Atlanta, GA 30339",130912.9017,202345.666,"['python', 'r', 'java', 'c++', 'statistics', 'machine learning', 'data mining', 'sql', 'oracle', 'excel', 'tableau', 'finance', 'critical thinking']","[0, 0, 0, 0, 1, 2, 2, 5, 5, 7, 7, 10, 10]","[4.0, 1.0, 2.0, 0.0, 0.0, 2.0, 0.0, 2.0, 0.0, 0.0, 2.0]"
"Data Scientist, RPA",Home Depot / THD,"Atlanta, GA 30339",122897.6443,209071.672,"['python', 'statistics', 'optimization', 'nlp', 'computer vision', 'data science', 'data mining', 'predictive modeling', 'sql', 'excel', 'tableau', 'data visualization', 'business intelligence', 'communication skills']","[0, 1, 1, 2, 2, 2, 2, 2, 5, 7, 7, 7, 7, 10]","[1.0, 2.0, 5.0, 0.0, 0.0, 1.0, 0.0, 4.0, 0.0, 0.0, 1.0]"
Part-Time AI Software Engineer Sr,Lockheed Martin,"Herndon, VA",138607.4683,227210.65460000004,"['python', 'java', 'c#', 'c++', 'matlab', 'machine learning', 'deep learning', 'computer vision', 'ai/ml', 'artificial intelligence', 'data science', 'image processing', 'tensorflow', 'pytorch', 'keras', 'numpy', 'aws', 'security', 'communication skills', 'physics']","[0, 0, 0, 0, 0, 2, 2, 2, 2, 2, 2, 2, 3, 3, 3, 3, 6, 10, 10, 10]","[5.0, 0.0, 7.0, 4.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 3.0]"
Machine Learning Scientist,Paratus Sciences Corporation,"Boston, MA",128345.0232,188788.772,"['python', 'r', 'optimization', 'machine learning', 'deep learning', 'data science', 'tensorflow', 'pytorch', 'data engineering', 'sql', 'aws', 'docker', 'git', 'tableau', 'model deployment', 'security', 'bioinformatics']","[0, 0, 1, 2, 2, 2, 3, 3, 4, 5, 6, 6, 6, 7, 8, 10, 10]","[2.0, 1.0, 3.0, 2.0, 1.0, 1.0, 3.0, 1.0, 1.0, 0.0, 2.0]"
Data Scientist - Top Secret/SCI,Sunayu,"Bethesda, MD 20814",125946.7478,167135.2442,"['python', 'r', 'statistics', 'classification', 'natural language processing', 'large language models', 'data science', 'image processing', 'streamlit', 'hadoop', 'big data', 'sql', 'elasticsearch', 'docker', 'kubernetes', 'git', 'business intelligence', 'economics', 'security', 'cyber security', 'physics']","[0, 0, 1, 1, 2, 2, 2, 2, 3, 4, 4, 5, 5, 6, 6, 6, 7, 10, 10, 10, 10]","[2.0, 2.0, 4.0, 1.0, 2.0, 2.0, 3.0, 1.0, 0.0, 0.0, 4.0]"
Senior AI/ML SW & Sys Architect,Lockheed Martin,"Herndon, VA",129382.9783,196019.7880000001,"['python', 'machine learning', 'ai/ml', 'data science', 'tensorflow', 'pytorch', 'aws', 'azure', 'gcp', 'docker', 'kubernetes', 'jenkins', 'gitlab', 'ci/cd', 'security', 'communication skills', 'physics']","[0, 2, 2, 2, 3, 3, 6, 6, 6, 6, 6, 6, 6, 6, 10, 10, 10]","[1.0, 0.0, 3.0, 2.0, 0.0, 0.0, 8.0, 0.0, 0.0, 0.0, 3.0]"
Machine Learning Scientist II/Sr (Biomedical Images),"Iambic Therapeutics, Inc","San Diego, CA",152000.0,215000.0,"['machine learning', 'deep learning', 'computer vision', 'pytorch', 'transformers', 'data pipelines', 'hpc']","[2, 2, 2, 3, 3, 4, 9]","[0.0, 0.0, 3.0, 2.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0]"
Data Scientist,IBR (Imagine Believe Realize),Remote,135803.23,175483.45,"['python', 'statistics', 'regression', 'optimization', 'machine learning', 'ai/ml', 'data science', 'tensorflow', 'keras', 'scipy', 'numpy', 'spark', 'databricks', 'sql', 'aws', 'terraform', 'jenkins', 'ci/cd', 'compliance', 'security']","[0, 1, 1, 1, 2, 2, 2, 3, 3, 3, 3, 4, 4, 5, 6, 6, 6, 6, 10, 10]","[1.0, 3.0, 3.0, 4.0, 2.0, 1.0, 4.0, 0.0, 0.0, 0.0, 2.0]"
Lead Data Scientist (AI/ML),Vidoori,"Hyattsville, MD 20785",139762.8508,183227.1355,"['python', 'r', 'statistics', 'machine learning', 'deep learning', 'ai/ml', 'artificial intelligence', 'data science', 'data mining', 'tensorflow', 'pytorch', 'pandas', 'airflow', 'data pipelines', 'data engineering', 'aws', 'azure', 'gcp', 'excel', 'mlflow', 'dvc', 'compliance', 'team leadership', 'communication skills']","[0, 0, 1, 2, 2, 2, 2, 2, 2, 3, 3, 3, 4, 4, 4, 6, 6, 6, 7, 8, 8, 10, 10, 10]","[2.0, 1.0, 6.0, 3.0, 3.0, 0.0, 3.0, 1.0, 2.0, 0.0, 3.0]"
Data Scientist III,Amentum,"Vienna, VA 22182",105783.9697,203994.6616,"['python', 'r', 'matlab', 'machine learning', 'data science', 'data mining', 'predictive modeling', 'spark', 'big data', 'finance', 'security']","[0, 0, 0, 2, 2, 2, 2, 4, 4, 10, 10]","[3.0, 0.0, 4.0, 0.0, 2.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.0]"
Senior Data Scientist,AtkinsRéalis,"New York, NY",74000.0,135000.0,"['python', 'go', 'statistics', 'machine learning', 'data science', 'excel', 'tableau', 'project management']","[0, 0, 1, 2, 2, 7, 7, 10]","[2.0, 1.0, 2.0, 0.0, 0.0, 0.0, 0.0, 2.0, 0.0, 0.0, 1.0]"
AI Operations Specialist - Healthcare,EliseAI,"New York, NY",60000.0,75000.0,"['statistics', 'regression', 'security', 'communication skills']","[1, 1, 10, 10]","[0.0, 2.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.0]"
Senior Data Science Engineer (Onsite),Collins Aerospace,"Sterling, VA 20166",90000.0,182000.0,"['calculus', 'linear algebra', 'probability', 'statistics', 'classification', 'regression', 'machine learning', 'ai/ml', 'data science', 'tensorflow', 'pytorch', 'numpy', 'mapreduce', 'git', 'compliance', 'security', 'communication skills']","[1, 1, 1, 1, 1, 1, 2, 2, 2, 3, 3, 3, 4, 6, 10, 10, 10]","[0.0, 6.0, 3.0, 3.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 3.0]"
"Data Scientist-Robotics, Performance & Insights",Amazon,"North Reading, MA 01864",126879.56169999996,207940.9174,"['python', 'r', 'perl', 'matlab', 'statistics', 'machine learning', 'nlp', 'generative ai', 'llm', 'prompt engineering', 'data science', 'transformers', 'data pipelines', 'sql', 'sagemaker', 'economics', 'finance', 'communication skills', 'robotics']","[0, 0, 0, 0, 1, 2, 2, 2, 2, 2, 2, 3, 4, 5, 6, 10, 10, 10, 10]","[4.0, 1.0, 6.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 4.0]"
Machine Learning Engineer,S&P Global,"New York, NY",150000.0,190000.0,"['python', 'classification', 'machine learning', 'nlp', 'natural language processing', 'llm', 'rag', 'prompt engineering', 'artificial intelligence', 'speech recognition', 'embedding models', 'vector databases', 'pytorch', 'transformers', 'airflow', 'aws', 'docker', 'kubernetes', 'jenkins']","[0, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 3, 3, 4, 6, 6, 6, 6]","[1.0, 1.0, 10.0, 2.0, 1.0, 0.0, 4.0, 0.0, 0.0, 0.0, 0.0]"
"Data Literacy Lead-Data Solutions (San Antonio, Austin and Dallas)",HEB,"San Antonio, TX 78204",149400.40399999995,244898.3369,"['data science', 'big data', 'sql', 'business intelligence', 'data governance', 'critical thinking']","[2, 4, 5, 7, 10, 10]","[0.0, 0.0, 1.0, 0.0, 1.0, 1.0, 0.0, 1.0, 0.0, 0.0, 2.0]"
Artificial Intelligence Machine Learning 3- TS/SCI w/poly clearance required,CyberTrend Engineering LLC,"Annapolis Junction, MD 20701",122348.61010000002,151487.6581,"['python', 'r', 'java', 'c', 'matlab', 'statistics', 'machine learning', 'deep learning', 'ai/ml', 'artificial intelligence', 'data science', 'data mining', 'data engineering', 'aws', 'data governance', 'communication skills', 'operations research']","[0, 0, 0, 0, 0, 1, 2, 2, 2, 2, 2, 2, 4, 6, 10, 10, 10]","[5.0, 1.0, 6.0, 0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 3.0]"
AI developer advisor,Pathogens Artificial Intelligence Inc.,Remote,132379.10659999997,171338.33799999996,['data infrastructure'],[4],"[0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
"AI Researcher, Handshake AI",Handshake,"New York, NY",180000.0,300000.0,"['llm', 'ai/ml', 'pytorch']","[2, 2, 3]","[0.0, 0.0, 2.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
"Prompt Engineer, Handshake AI",Handshake,"San Francisco, CA",120000.0,165000.0,"['python', 'typescript', 'statistics', 'optimization', 'nlp', 'llm', 'rag', 'prompt engineering', 'foundation models', 'embedding models', 'vector databases', 'llmops', 'communication skills']","[0, 0, 1, 1, 2, 2, 2, 2, 2, 2, 2, 8, 10]","[2.0, 2.0, 7.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 1.0]"
"Staff Backend Software Engineer, AI Document Generation",EvenUp,"San Francisco, CA",133234.84769999998,196870.02,"['python', 'java', 'c++', 'go', 'machine learning', 'generative ai', 'communication skills']","[0, 0, 0, 0, 2, 2, 10]","[4.0, 0.0, 2.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0]"
"Senior Software Engineer, Machine Learning, Infra & Eval",Waymo,"Mountain View, CA",204000.0,259000.0,"['machine learning', 'natural language processing', 'computer vision', 'recommendation systems', 'large language models', 'tensorflow', 'pytorch', 'jenkins', 'ci/cd', 'model deployment']","[2, 2, 2, 2, 2, 3, 3, 6, 6, 8]","[0.0, 0.0, 5.0, 2.0, 0.0, 0.0, 2.0, 0.0, 1.0, 0.0, 0.0]"
"Lead Data Scientist, Research, Multimodal Search",Google,"Mountain View, CA",197000.0,291000.0,"['python', 'r', 'statistics', 'data science', 'data infrastructure', 'sql', 'economics', 'physics', 'operations research']","[0, 0, 1, 2, 4, 5, 10, 10, 10]","[2.0, 1.0, 1.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 3.0]"
Palantir Data Scientist,Deloitte,United States,122194.196,199661.524,"['security', 'communication skills']","[10, 10]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.0]"
"(USA) Senior Manager, Data Science",Walmart,"Bentonville, AR 72716",110000.0,220000.0,"['python', 'r', 'java', 'c', 'go', 'scala', 'calculus', 'statistics', 'hypothesis testing', 'classification', 'optimization', 'machine learning', 'nlp', 'artificial intelligence', 'data science', 'tensorflow', 'scikit', 'matplotlib', 'torch', 'spark', 'sql', 'nosql', 'excel', 'tableau', 'data visualization', 'model deployment', 'model evaluation', 'economics', 'finance', 'compliance', 'data governance', 'operations research']","[0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 2, 2, 2, 2, 3, 3, 3, 3, 4, 5, 5, 7, 7, 7, 8, 8, 10, 10, 10, 10, 10]","[6.0, 5.0, 4.0, 4.0, 1.0, 2.0, 0.0, 3.0, 2.0, 0.0, 5.0]"
"Language Data Scientist III , AWS Q for Business",Amazon,"Santa Clara, CA 94085",143300.0,247600.0,"['python', 'r', 'matlab', 'machine learning', 'nlp', 'generative ai', 'llm', 'ai/ml', 'artificial intelligence', 'data science', 'data pipelines', 'data wrangling', 'sql', 'aws', 'tableau', 'data visualization']","[0, 0, 0, 2, 2, 2, 2, 2, 2, 2, 4, 4, 5, 6, 7, 7]","[3.0, 0.0, 7.0, 0.0, 2.0, 1.0, 1.0, 2.0, 0.0, 0.0, 0.0]"
Data Scientist 3 - TS/SCI w/poly clearance required,CyberTrend Engineering LLC,"Annapolis Junction, MD 20701",115153.05180000002,151212.15390000003,"['python', 'r', 'matlab', 'statistics', 'machine learning', 'ai/ml', 'artificial intelligence', 'data mining', 'aws', 'operations research']","[0, 0, 0, 1, 2, 2, 2, 2, 6, 10]","[3.0, 1.0, 4.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0]"
"Sr Software Dev Engineer, AI, Storm Design System",Amazon.com Services LLC,"Seattle, WA",151300.0,261500.0,['ai/ml'],[2],"[0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
Mid-Level Data Scientist / Quant - Risk & Trading,Sleeper,United States,187200.0,187200.0,"['python', 'machine learning', 'data science', 'predictive modeling', 'pandas', 'xgboost', 'kafka', 'airflow', 'sql', 'looker', 'economics', 'finance']","[0, 2, 2, 2, 3, 3, 4, 4, 5, 7, 10, 10]","[1.0, 0.0, 3.0, 2.0, 2.0, 1.0, 0.0, 1.0, 0.0, 0.0, 2.0]"
Cyber Defense – Mid-Level Data Scientist/Analyst (AI/Automation),Koniag Government Services,Remote,108537.149,166779.196,"['machine learning', 'deep learning', 'natural language processing', 'anomaly detection', 'ai/ml', 'data science', 'big data', 'data pipelines', 'sql', 'data visualization', 'model deployment', 'model validation', 'compliance', 'security']","[2, 2, 2, 2, 2, 2, 4, 4, 5, 7, 8, 8, 10, 10]","[0.0, 0.0, 6.0, 0.0, 2.0, 1.0, 0.0, 1.0, 2.0, 0.0, 2.0]"
"Research Engineer, Handshake AI",Handshake,"New York, NY",180000.0,300000.0,"['python', 'machine learning', 'deep learning', 'llm', 'pytorch', 'model evaluation', 'communication skills']","[0, 2, 2, 2, 3, 8, 10]","[1.0, 0.0, 3.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 1.0]"
AI & Data Manager - Life Sciences R&D (CMC),Deloitte,"Tempe, AZ 85281",130800.0,241000.0,"['ai/ml', 'chemistry']","[2, 10]","[0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0]"
Data Scientist,Barclays,"Henderson, NV",152500.0,167750.0,"['machine learning', 'generative ai', 'large language models', 'data science', 'etl', 'data pipelines', 'finance']","[2, 2, 2, 2, 4, 4, 10]","[0.0, 0.0, 4.0, 0.0, 2.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0]"
"Staff, Data Scientist",Walmart,"Sunnyvale, CA 94089",143000.0,286000.0,"['python', 'r', 'java', 'scala', 'statistics', 'classification', 'clustering', 'regression', 'optimization', 'machine learning', 'deep learning', 'reinforcement learning', 'large language models', 'artificial intelligence', 'data science', 'tensorflow', 'pytorch', 'scikit', 'torch', 'spark', 'data pipelines', 'sql', 'economics', 'operations research']","[0, 0, 0, 0, 1, 1, 1, 1, 1, 2, 2, 2, 2, 2, 2, 3, 3, 3, 3, 4, 4, 5, 10, 10]","[4.0, 5.0, 6.0, 4.0, 2.0, 1.0, 0.0, 0.0, 0.0, 0.0, 2.0]"
Data Analyst Senior or Lead,Progressive,Remote,79200.0,127700.0,"['sql', 'excel', 'tableau', 'power bi', 'business intelligence']","[5, 7, 7, 7, 7]","[0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 4.0, 0.0, 0.0, 0.0]"
"Prompt Engineer, Handshake AI",Handshake,"New York, NY",120000.0,165000.0,"['python', 'typescript', 'statistics', 'optimization', 'nlp', 'llm', 'rag', 'prompt engineering', 'foundation models', 'embedding models', 'vector databases', 'llmops', 'communication skills']","[0, 0, 1, 1, 2, 2, 2, 2, 2, 2, 2, 8, 10]","[2.0, 2.0, 7.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 1.0]"
Machine Learning Scientist II/Sr (Omics),"Iambic Therapeutics, Inc","San Diego, CA",152000.0,215000.0,"['python', 'statistics', 'experimental design', 'machine learning', 'deep learning', 'pytorch', 'transformers', 'data pipelines', 'data engineering', 'hpc', 'computational biology', 'bioinformatics']","[0, 1, 1, 2, 2, 3, 3, 4, 4, 9, 10, 10]","[1.0, 2.0, 2.0, 2.0, 2.0, 0.0, 0.0, 0.0, 0.0, 1.0, 2.0]"
"Software Engineering Manager II, AI/ML, Google Workspace",Google,"Sunnyvale, CA",197000.0,291000.0,"['python', 'java', 'c', 'c++', 'javascript', 'optimization', 'natural language processing', 'reinforcement learning', 'artificial intelligence', 'sheets', 'model deployment', 'model evaluation', 'distributed computing', 'security']","[0, 0, 0, 0, 0, 1, 2, 2, 2, 7, 8, 8, 9, 10]","[5.0, 1.0, 3.0, 0.0, 0.0, 0.0, 0.0, 1.0, 2.0, 1.0, 1.0]"
AI & Data Manager - Life Sciences R&D (CMC),Deloitte,"Nashville, TN 37203",130800.0,241000.0,"['ai/ml', 'chemistry']","[2, 10]","[0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0]"
GenAI Technology Lead - (Hybrid),Citigroup,"Irving, TX",156160.0,234240.0,"['python', 'statistics', 'classification', 'clustering', 'regression', 'time series analysis', 'statistical modeling', 'machine learning', 'deep learning', 'nlp', 'natural language processing', 'computer vision', 'generative ai', 'rag', 'prompt engineering', 'ai/ml', 'data science', 'tensorflow', 'pytorch', 'keras', 'hugging face', 'sql', 'nosql', 'aws', 'azure', 'gcp', 'docker', 'kubernetes', 'git', 'model deployment', 'compliance', 'data privacy']","[0, 1, 1, 1, 1, 1, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 3, 3, 3, 3, 5, 5, 6, 6, 6, 6, 6, 6, 8, 10, 10]","[1.0, 6.0, 10.0, 4.0, 0.0, 2.0, 6.0, 0.0, 1.0, 0.0, 2.0]"
Data Scientist (Predictive),Steampunk,"McLean, VA 22102",140000.0,190000.0,"['python', 'r', 'java', 'scala', 'bash', 'unix', 'deep learning', 'generative ai', 'data science', 'tensorflow', 'keras', 'torch', 'spark', 'hadoop', 'big data', 'sql', 'elasticsearch', 'data modeling', 'aws', 'azure', 'gcp', 'sagemaker', 'git', 'tableau', 'power bi', 'data visualization', 'flask']","[0, 0, 0, 0, 0, 0, 2, 2, 2, 3, 3, 3, 4, 4, 4, 5, 5, 5, 6, 6, 6, 6, 6, 7, 7, 7, 8]","[6.0, 0.0, 3.0, 3.0, 3.0, 3.0, 5.0, 3.0, 1.0, 0.0, 0.0]"
Senior Clinical Data Scientist,"BI Pharmaceuticals, Inc.","Ridgefield, CT 06877",160723.1865,221613.56470000008,"['r', 'statistics', 'regression', 'data science']","[0, 1, 1, 2]","[1.0, 2.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
Azure AI Security Senior Consultant,Deloitte,"New York, NY",118700.0,218600.0,"['python', 'java', 'machine learning', 'generative ai', 'llm', 'ai/ml', 'artificial intelligence', 'sql', 'azure', 'kubernetes', 'terraform', 'github', 'ci/cd', 'model deployment', 'model monitoring', 'model evaluation', 'serverless', 'compliance', 'security', 'cyber security', 'data governance']","[0, 0, 2, 2, 2, 2, 2, 5, 6, 6, 6, 6, 6, 8, 8, 8, 8, 10, 10, 10, 10]","[2.0, 0.0, 5.0, 0.0, 0.0, 1.0, 5.0, 0.0, 4.0, 0.0, 4.0]"
Head of Data & AI,AXA,"Chicago, IL 60601",110000.0,140000.0,"['big data', 'data warehousing', 'business intelligence', 'compliance', 'security', 'data privacy']","[4, 5, 7, 10, 10, 10]","[0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 1.0, 0.0, 0.0, 3.0]"
"Senior Delivery Consultant- GenAI/ML, AWS, Industries",Amazon,"Arlington, VA",138200.0,239000.0,"['statistics', 'optimization', 'machine learning', 'deep learning', 'generative ai', 'ai/ml', 'aws', 'sagemaker', 'fraud detection', 'compliance', 'security', 'hipaa', 'communication skills']","[1, 1, 2, 2, 2, 2, 6, 6, 10, 10, 10, 10, 10]","[0.0, 2.0, 4.0, 0.0, 0.0, 0.0, 2.0, 0.0, 0.0, 0.0, 5.0]"
