positionName,company,location,min_salary,max_salary,skills,skill_categories,skills_count_single
Data Scientist,Stantec,"Atlanta, GA 30309",109639.0539,152595.32140000002,"['python', 'r', 'statistics', 'data science', 'etl', 'sql', 'data warehousing', 'tableau', 'power bi', 'data visualization']","[0, 0, 1, 2, 4, 5, 5, 7, 7, 7]","[2.0, 1.0, 1.0, 0.0, 1.0, 2.0, 0.0, 3.0, 0.0, 0.0, 0.0]"
Sr. Data Analyst,Cognizant,"Roseville, MN",68000.0,113937.0,"['optimization', 'data engineering', 'communication skills']","[1, 4, 10]","[0.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0]"
Data Science Senior Specialist,Edison International,"Irwindale, CA",126000.0,189000.0,"['python', 'scala', 'statistics', 'time series analysis', 'statistical modeling', 'machine learning', 'deep learning', 'reinforcement learning', 'ai/ml', 'artificial intelligence', 'data science', 'data mining', 'spark', 'hadoop', 'hive', 'pig', 'big data', 'sql', 'mysql', 'postgresql', 'azure', 'gcp', 'business intelligence']","[0, 0, 1, 1, 1, 2, 2, 2, 2, 2, 2, 2, 4, 4, 4, 4, 4, 5, 5, 5, 6, 6, 7]","[2.0, 3.0, 7.0, 0.0, 5.0, 3.0, 2.0, 1.0, 0.0, 0.0, 0.0]"
"Data Scientist, Product, Play Data Science and Analytics",Google,"Mountain View, CA",183000.0,271000.0,"['python', 'r', 'statistics', 'data science', 'data mining', 'data engineering', 'sql', 'economics', 'data governance', 'physics']","[0, 0, 1, 2, 2, 4, 5, 10, 10, 10]","[2.0, 1.0, 2.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 3.0]"
Machine Learning Compiler Engineer,Qualcomm,"San Diego, CA",158400.0,237600.0,"['classification', 'optimization', 'machine learning', 'pytorch', 'high performance computing', 'security', 'communication skills']","[1, 1, 2, 3, 9, 10, 10]","[0.0, 2.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 2.0]"
Data Scientist – AI/ML Recommendations & Personalization,Microsoft,"Redmond, WA 98052",100600.0,215400.0,"['python', 'r', 'statistics', 'optimization', 'machine learning', 'recommendation systems', 'data science', 'spark', 'kafka', 'data pipelines', 'sql', 'model deployment', 'economics', 'operations research']","[0, 0, 1, 1, 2, 2, 2, 4, 4, 4, 5, 8, 10, 10]","[2.0, 2.0, 3.0, 0.0, 3.0, 1.0, 0.0, 0.0, 1.0, 0.0, 2.0]"
Senior Data Scientist,TransUnion,"New York, NY",90000.0,150000.0,"['python', 'r', 'java', 'statistics', 'time series analysis', 'machine learning', 'deep learning', 'data science', 'tensorflow', 'pytorch', 'spark', 'hive', 'sql', 'communication skills', 'physics', 'operations research']","[0, 0, 0, 1, 1, 2, 2, 2, 3, 3, 4, 4, 5, 10, 10, 10]","[3.0, 2.0, 3.0, 2.0, 2.0, 1.0, 0.0, 0.0, 0.0, 0.0, 3.0]"
Senior Data Analyst,PharmaACE,"Princeton, NJ",126485.814,145887.638,"['python', 'sql', 'sales analytics']","[0, 5, 10]","[1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0]"
Machine Learning Scientist III,American Express Global Business Travel,"Bellevue, WA",142064.0,203000.0,"['python', 'java', 'scala', 'statistics', 'optimization', 'machine learning', 'natural language processing', 'artificial intelligence', 'data mining', 'sql', 'oracle', 'dynamodb', 'aws']","[0, 0, 0, 1, 1, 2, 2, 2, 2, 5, 5, 5, 6]","[3.0, 2.0, 4.0, 0.0, 0.0, 3.0, 1.0, 0.0, 0.0, 0.0, 0.0]"
AI Engineer,July Business Services Llc,Remote,123987.2715,198985.36700000003,"['c#', 'javascript', 'react', 'machine learning', 'deep learning', 'nlp', 'natural language processing', 'artificial intelligence', 'data pipelines', 'azure', 'docker', 'kubernetes', 'ci/cd', 'security', 'communication skills']","[0, 0, 0, 2, 2, 2, 2, 2, 4, 6, 6, 6, 6, 10, 10]","[3.0, 0.0, 5.0, 0.0, 1.0, 0.0, 4.0, 0.0, 0.0, 0.0, 2.0]"
Business and Marketing Data Scientist II,Google,"New York, NY",141000.0,202000.0,"['python', 'r', 'statistics', 'machine learning', 'deep learning', 'nlp', 'natural language processing', 'data science', 'data infrastructure', 'sql', 'finance']","[0, 0, 1, 2, 2, 2, 2, 2, 4, 5, 10]","[2.0, 1.0, 5.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0]"
Senior Data Scientist,"Dfuse Technologies, Inc.","Arlington, VA 22201",140000.0,160000.0,"['python', 'r', 'statistical modeling', 'machine learning', 'ai/ml', 'artificial intelligence', 'data mining', 'big data', 'etl', 'data pipelines', 'data wrangling', 'sql', 'azure', 'excel', 'power bi', 'data visualization', 'communication skills']","[0, 0, 1, 2, 2, 2, 2, 4, 4, 4, 4, 5, 6, 7, 7, 7, 10]","[2.0, 1.0, 4.0, 0.0, 4.0, 1.0, 1.0, 3.0, 0.0, 0.0, 1.0]"
Senior Data Scientist- Product Fraud,Robinhood,"Menlo Park, CA",139000.0,210000.0,"['statistics', 'machine learning', 'spark', 'data wrangling', 'sql', 'economics', 'finance']","[1, 2, 4, 4, 5, 10, 10]","[0.0, 1.0, 1.0, 0.0, 2.0, 1.0, 0.0, 0.0, 0.0, 0.0, 2.0]"
Data Scientist - Information Technology Management,"LabConnect, LLC",Remote,117906.422,149296.61719999992,"['python', 'r', 'machine learning', 'artificial intelligence', 'data science', 'tensorflow', 'sql', 'aws', 'azure', 'tableau', 'power bi', 'data visualization', 'compliance', 'security', 'communication skills', 'bioinformatics']","[0, 0, 2, 2, 2, 3, 5, 6, 6, 7, 7, 7, 10, 10, 10, 10]","[2.0, 0.0, 3.0, 1.0, 0.0, 1.0, 2.0, 3.0, 0.0, 0.0, 4.0]"
Data Scientist,Plymouth Rock Assurance Corporation,"Woodbridge, NJ 07095",109000.0,140000.0,"['r', 'statistics', 'data science', 'data mining', 'predictive modeling', 'sql', 'economics']","[0, 1, 2, 2, 2, 5, 10]","[1.0, 1.0, 3.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0]"
Data Scientist,Bridge Core (BCore),"Chantilly, VA",145077.47559999998,188169.6688,"['python', 'r', 'statistics', 'sql', 'github', 'excel', 'tableau', 'data visualization', 'critical thinking', 'communication skills']","[0, 0, 1, 5, 6, 7, 7, 7, 10, 10]","[2.0, 1.0, 0.0, 0.0, 0.0, 1.0, 1.0, 3.0, 0.0, 0.0, 2.0]"
Data Scientist,Navy Federal Credit Union,"Vienna, VA 22180",112118.05499999998,184874.5,"['python', 'statistics', 'classification', 'clustering', 'regression', 'time series forecasting', 'optimization', 'machine learning', 'databricks', 'data pipelines', 'sql', 'azure', 'tableau', 'power bi', 'data storytelling', 'model monitoring', 'critical thinking', 'operations research']","[0, 1, 1, 1, 1, 1, 1, 2, 4, 4, 5, 6, 7, 7, 7, 8, 10, 10]","[1.0, 6.0, 1.0, 0.0, 2.0, 1.0, 1.0, 3.0, 1.0, 0.0, 2.0]"
Data Services Scientist,SEON Technologies,"Austin, TX",112667.9356,177942.45789999998,"['python', 'statistics', 'anomaly detection', 'data science', 'data pipelines', 'data wrangling', 'sql', 'tableau', 'communication skills']","[0, 1, 2, 2, 4, 4, 5, 7, 10]","[1.0, 1.0, 2.0, 0.0, 2.0, 1.0, 0.0, 1.0, 0.0, 0.0, 1.0]"
Sr. Data Analyst (SQL/Tableau/Databricks),ADP,"Tempe, AZ",61800.0,165330.0,"['python', 'statistics', 'data mining', 'databricks', 'etl', 'data engineering', 'sql', 'oracle', 'aws', 'tableau', 'data reporting', 'compliance']","[0, 1, 2, 4, 4, 4, 5, 5, 6, 7, 7, 10]","[1.0, 1.0, 1.0, 0.0, 3.0, 2.0, 1.0, 2.0, 0.0, 0.0, 1.0]"
Principal Data Scientist,Optum,"San Diego, CA 92101",124500.0,239400.0,"['statistics', 'optimization', 'statistical modeling', 'machine learning', 'deep learning', 'generative ai', 'data science', 'vector databases', 'pytorch', 'transformers', 'data engineering', 'aws', 'azure', 'gcp', 'model deployment']","[1, 1, 1, 2, 2, 2, 2, 2, 3, 3, 4, 6, 6, 6, 8]","[0.0, 3.0, 5.0, 2.0, 1.0, 0.0, 3.0, 0.0, 1.0, 0.0, 0.0]"
Statistical Analyst,Katalyst Healthcares & Life Sciences,"Miami, FL 33101",167725.9218,242925.8943,['statistics'],[1],"[0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
"Senior Data Scientist, Algorithms - Primetime Pricing",Lyft,"San Francisco, CA 94110",148000.0,185000.0,"['python', 'r', 'matlab', 'statistics', 'optimization', 'machine learning', 'data science', 'sql', 'economics', 'communication skills']","[0, 0, 0, 1, 1, 2, 2, 5, 10, 10]","[3.0, 2.0, 2.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 2.0]"
"Principal Associate, Data Science - Model Risk Office",Information Technology Senior Management Forum,"McLean, VA",158600.0,181000.0,"['python', 'r', 'scala', 'statistics', 'classification', 'clustering', 'statistical modeling', 'machine learning', 'deep learning', 'generative ai', 'data science', 'spark', 'sql', 'aws', 'economics', 'compliance', 'operations research']","[0, 0, 0, 1, 1, 1, 1, 2, 2, 2, 2, 4, 5, 6, 10, 10, 10]","[3.0, 4.0, 4.0, 0.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 3.0]"
Principal Data Scientist,Information Technology Senior Management Forum,"McLean, VA",158600.0,181000.0,"['python', 'r', 'scala', 'statistics', 'classification', 'clustering', 'statistical modeling', 'machine learning', 'deep learning', 'data science', 'sql', 'aws', 'economics', 'compliance', 'operations research']","[0, 0, 0, 1, 1, 1, 1, 2, 2, 2, 5, 6, 10, 10, 10]","[3.0, 4.0, 3.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 3.0]"
Software Engineer - ML Data,Apple,"New York, NY",175800.0,264200.0,"['c', 'machine learning', 'ai/ml', 'tensorflow', 'pytorch', 'spark', 'data infrastructure', 'data modeling', 'kubernetes', 'ci/cd', 'ray']","[0, 2, 2, 3, 3, 4, 4, 5, 6, 6, 9]","[1.0, 0.0, 2.0, 2.0, 2.0, 1.0, 2.0, 0.0, 0.0, 1.0, 0.0]"
Senior Data & AI Engineer,AT&T,"Dallas, TX",116700.0,196100.0,"['python', 'machine learning', 'ai/ml', 'spark', 'hadoop', 'kafka', 'big data', 'data pipelines', 'data infrastructure', 'data engineering', 'aws', 'azure', 'gcp', 'compliance', 'security', 'data governance']","[0, 2, 2, 4, 4, 4, 4, 4, 4, 4, 6, 6, 6, 10, 10, 10]","[1.0, 0.0, 2.0, 0.0, 7.0, 0.0, 3.0, 0.0, 0.0, 0.0, 3.0]"
Senior Data Science Research Analyst - Strategy & Corporate Finance,McKinsey & Company,"Atlanta, GA 30303",144546.5456,202418.5,"['python', 'statistics', 'regression', 'statistical modeling', 'machine learning', 'deep learning', 'natural language processing', 'large language models', 'artificial intelligence', 'data science', 'tensorflow', 'pytorch', 'numpy', 'pandas', 'streamlit', 'sql', 'finance', 'communication skills']","[0, 1, 1, 1, 2, 2, 2, 2, 2, 2, 3, 3, 3, 3, 3, 5, 10, 10]","[1.0, 3.0, 6.0, 5.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 2.0]"
"Manager, Data Science - LLM Customization Team",Capital One,"New York, NY",133483.99,215276.9216,"['python', 'r', 'scala', 'statistics', 'optimization', 'machine learning', 'deep learning', 'nlp', 'natural language processing', 'computer vision', 'generative ai', 'self-supervised learning', 'large language models', 'llm', 'ai/ml', 'data science', 'pytorch', 'hugging face', 'sql', 'aws', 'economics', 'compliance', 'operations research']","[0, 0, 0, 1, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 3, 3, 5, 6, 10, 10, 10]","[3.0, 2.0, 11.0, 2.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 3.0]"
"Principal Associate, Data Science - Model Risk Office",Capital One,"McLean, VA",130682.81,190670.6903,"['python', 'r', 'scala', 'statistics', 'classification', 'clustering', 'statistical modeling', 'machine learning', 'deep learning', 'generative ai', 'data science', 'spark', 'sql', 'aws', 'economics', 'compliance', 'operations research']","[0, 0, 0, 1, 1, 1, 1, 2, 2, 2, 2, 4, 5, 6, 10, 10, 10]","[3.0, 4.0, 4.0, 0.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 3.0]"
"Senior Data Scientist, Algorithms - Primetime Pricing",Lyft,"New York, NY",148000.0,185000.0,"['python', 'r', 'matlab', 'statistics', 'optimization', 'machine learning', 'data science', 'sql', 'economics', 'communication skills']","[0, 0, 0, 1, 1, 2, 2, 5, 10, 10]","[3.0, 2.0, 2.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 2.0]"
Senior Website Data Analyst,Katalyst Healthcares & Life Sciences,"Mettawa, IL 60045",164670.9778,250028.6584,"['statistics', 'optimization', 'tableau', 'power bi', 'data visualization', 'data governance', 'project management', 'communication skills']","[1, 1, 7, 7, 7, 10, 10, 10]","[0.0, 2.0, 0.0, 0.0, 0.0, 0.0, 0.0, 3.0, 0.0, 0.0, 3.0]"
AI Ops Engineer NY Local Only,American Technology Experts Inc,"New York, NY 10011",72800.0,83200.0,"['python', 'bash', 'anomaly detection', 'aws', 'azure', 'gcp', 'github', 'ci/cd']","[0, 0, 2, 6, 6, 6, 6, 6]","[2.0, 0.0, 1.0, 0.0, 0.0, 0.0, 5.0, 0.0, 0.0, 0.0, 0.0]"
Machine Learning Scientist,"Oxipital AI, Inc.","Bedford, MA 01730",132705.35640000002,194364.5376,"['python', 'linux', 'optimization', 'machine learning', 'deep learning', 'computer vision', 'pytorch', 'numpy', 'opencv', 'aws', 'ci/cd', 'communication skills', 'robotics']","[0, 0, 1, 2, 2, 2, 3, 3, 3, 6, 6, 10, 10]","[2.0, 1.0, 3.0, 3.0, 0.0, 0.0, 2.0, 0.0, 0.0, 0.0, 2.0]"
Data Scientist,Radiance Technologies,"Dahlgren, VA",131206.9194,199431.8789,"['python', 'r', 'matlab', 'statistics', 'statistical modeling', 'machine learning', 'data science', 'data pipelines', 'model deployment', 'security', 'communication skills', 'operations research']","[0, 0, 0, 1, 1, 2, 2, 4, 8, 10, 10, 10]","[3.0, 2.0, 2.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 3.0]"
AI/ML Researcher,"NUBYT, Inc.","Mountain View, CA 94043",187200.0,210080.0,"['optimization', 'natural language processing', 'large language models', 'llm', 'ai/ml', 'model deployment']","[1, 2, 2, 2, 2, 8]","[0.0, 1.0, 4.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0]"
Digital Health Data Scientist,Rice University,"Houston, TX 77005",137220.85,225769.3546,"['python', 'r', 'statistics', 'statistical modeling', 'machine learning', 'nlp', 'natural language processing', 'data science', 'tensorflow', 'pytorch', 'data pipelines', 'sql', 'aws', 'azure', 'compliance', 'security', 'hipaa', 'computational biology', 'bioinformatics']","[0, 0, 1, 1, 2, 2, 2, 2, 3, 3, 4, 5, 6, 6, 10, 10, 10, 10, 10]","[2.0, 2.0, 4.0, 2.0, 1.0, 1.0, 2.0, 0.0, 0.0, 0.0, 5.0]"
Sr Data Analyst - Labor,Home Depot / THD,"Atlanta, GA 30339",112780.6334,187503.3725,"['sql', 'tableau', 'communication skills']","[5, 7, 10]","[0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 1.0]"
Senior Data Scientist,CoStar Group,"Atlanta, GA",117218.3505,165007.69879999998,"['python', 'probability', 'statistics', 'clustering', 'regression', 'machine learning', 'data science', 'numpy', 'pandas', 'matplotlib', 'seaborn', 'sql']","[0, 1, 1, 1, 1, 2, 2, 3, 3, 3, 3, 5]","[1.0, 4.0, 2.0, 4.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
Sr. Data Scientist,Confluence Genetics LLC,"St. Louis, MO 63132",142073.98169999995,238902.5143,"['python', 'classification', 'optimization', 'machine learning', 'deep learning', 'tensorflow', 'big data', 'data engineering', 'aws', 'sagemaker']","[0, 1, 1, 2, 2, 3, 4, 4, 6, 6]","[1.0, 2.0, 2.0, 1.0, 2.0, 0.0, 2.0, 0.0, 0.0, 0.0, 0.0]"
Lead Data Scientist,Huntington Bank,"Columbus, OH 43215",123335.5714,202371.3737,"['python', 'r', 'statistics', 'regression', 'statistical inference', 'machine learning', 'deep learning', 'data science', 'predictive modeling', 'tensorflow', 'big data', 'data pipelines', 'data infrastructure', 'sql', 'nosql', 'aws', 'sagemaker', 'economics']","[0, 0, 1, 1, 1, 2, 2, 2, 2, 3, 4, 4, 4, 5, 5, 6, 6, 10]","[2.0, 3.0, 4.0, 1.0, 3.0, 2.0, 2.0, 0.0, 0.0, 0.0, 1.0]"
Data Scientist (ES4),Epsilon Systems Solutions Inc,"Wright-Patterson AFB, OH",105265.8546,143113.7345,"['python', 'r', 'java', 'c++', 'javascript', 'matlab', 'machine learning', 'ai/ml', 'artificial intelligence', 'data science', 'tensorflow', 'pytorch', 'sql', 'docker', 'kubernetes', 'tableau', 'power bi', 'security', 'critical thinking', 'communication skills', 'signal processing']","[0, 0, 0, 0, 0, 0, 2, 2, 2, 2, 3, 3, 5, 6, 6, 7, 7, 10, 10, 10, 10]","[6.0, 0.0, 4.0, 2.0, 0.0, 1.0, 2.0, 2.0, 0.0, 0.0, 4.0]"
"Staff, Software Engineer – Conversational AI",Walmart,"Sunnyvale, CA 94086",143000.0,286000.0,"['python', 'java', 'c#', 'c++', 'scala', 'classification', 'experimental design', 'machine learning', 'prompt engineering', 'tensorflow', 'spark', 'hadoop', 'hive', 'kafka', 'airflow', 'big data', 'data pipelines', 'sql', 'mysql', 'postgresql', 'oracle', 'cassandra', 'aws', 'azure', 'gcp', 'docker', 'kubernetes', 'parallel processing', 'communication skills', 'physics']","[0, 0, 0, 0, 0, 1, 1, 2, 2, 3, 4, 4, 4, 4, 4, 4, 4, 5, 5, 5, 5, 5, 6, 6, 6, 6, 6, 9, 10, 10]","[5.0, 2.0, 2.0, 1.0, 7.0, 5.0, 5.0, 0.0, 0.0, 1.0, 2.0]"
"Applied Scientist - II, Everyday Essentials Science",Amazon.com Services LLC,"Seattle, WA",136000.0,223400.0,"['python', 'java', 'c++', 'optimization', 'machine learning', 'deep learning', 'natural language processing', 'reinforcement learning']","[0, 0, 0, 1, 2, 2, 2, 2]","[3.0, 1.0, 4.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
"Manager, Data Science, P2 Science, Data, and Insights",Amazon,"Seattle, WA",142300.0,272400.0,"['python', 'r', 'statistics', 'classification', 'clustering', 'regression', 'machine learning', 'nlp', 'anomaly detection', 'artificial intelligence', 'data science', 'business intelligence']","[0, 0, 1, 1, 1, 1, 2, 2, 2, 2, 2, 7]","[2.0, 4.0, 5.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0]"
"Sr Data Scientist, Pricing Analytics (OR/Optimization)",Home Depot / THD,"Atlanta, GA 30339",131795.38909999997,205429.184,"['python', 'statistics', 'optimization', 'data science', 'data mining', 'predictive modeling', 'sql', 'excel', 'tableau', 'data visualization', 'business intelligence', 'project management', 'communication skills']","[0, 1, 1, 2, 2, 2, 5, 7, 7, 7, 7, 10, 10]","[1.0, 2.0, 3.0, 0.0, 0.0, 1.0, 0.0, 4.0, 0.0, 0.0, 2.0]"
"Senior Data Analyst, Business Intelligence",RevolutionParts,"Tempe, AZ",80000.0,110000.0,"['python', 'r', 'sql', 'excel', 'tableau', 'power bi', 'looker', 'economics', 'project management', 'communication skills']","[0, 0, 5, 7, 7, 7, 7, 10, 10, 10]","[2.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 4.0, 0.0, 0.0, 3.0]"
"Backend Software Engineer, AI Safety, TikTok - Seattle",TikTok,"Seattle, WA",137750.0,237500.0,"['machine learning', 'generative ai', 'llm', 'model deployment', 'fraud detection', 'security', 'communication skills']","[2, 2, 2, 8, 10, 10, 10]","[0.0, 0.0, 3.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 3.0]"
Software Engineer for Training AI Data,G2i Inc.,"Charlotte, NC",62400.0,104000.0,"['go', 'typescript', 'javascript', 'react', 'generative ai', 'communication skills']","[0, 0, 0, 0, 2, 10]","[4.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0]"
"Manager, Data Science - LLM Customization Team",Information Technology Senior Management Forum,"New York, NY",211000.0,240800.0,"['python', 'r', 'scala', 'statistics', 'optimization', 'machine learning', 'deep learning', 'nlp', 'natural language processing', 'computer vision', 'generative ai', 'self-supervised learning', 'large language models', 'llm', 'ai/ml', 'data science', 'pytorch', 'hugging face', 'sql', 'aws', 'economics', 'compliance', 'operations research']","[0, 0, 0, 1, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 3, 3, 5, 6, 10, 10, 10]","[3.0, 2.0, 11.0, 2.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 3.0]"
Principal Clinical Data Science,"Alexion Pharmaceuticals,Inc.","Boston, MA",136476.9,226089.7355,"['machine learning', 'deep learning', 'data science', 'predictive modeling', 'data pipelines', 'data lakes', 'compliance', 'data privacy', 'bioinformatics']","[2, 2, 2, 2, 4, 5, 10, 10, 10]","[0.0, 0.0, 4.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 3.0]"
Senior Applied Scientist,Motive,"San Francisco, CA",124000.0,184000.0,"['python', 'probability', 'statistics', 'optimization', 'machine learning', 'deep learning', 'generative ai', 'tensorflow', 'pytorch', 'numpy', 'pandas', 'transformers', 'sql', 'aws', 'azure', 'gcp', 'model deployment', 'finance', 'compliance']","[0, 1, 1, 1, 2, 2, 2, 3, 3, 3, 3, 3, 5, 6, 6, 6, 8, 10, 10]","[1.0, 3.0, 3.0, 5.0, 0.0, 1.0, 3.0, 0.0, 1.0, 0.0, 2.0]"
Senior Data Scientist,Fincantieri Marine Group,"Green Bay, WI 54303",115420.1729,159943.93050000002,"['python', 'c', 'classification', 'clustering', 'optimization', 'machine learning', 'reinforcement learning', 'large language models', 'data science', 'pytorch', 'pandas', 'matplotlib', 'seaborn', 'data wrangling', 'sql', 'aws', 'azure', 'power bi', 'data visualization', 'llmops', 'security']","[0, 0, 1, 1, 1, 2, 2, 2, 2, 3, 3, 3, 3, 4, 5, 6, 6, 7, 7, 8, 10]","[2.0, 3.0, 4.0, 4.0, 1.0, 1.0, 2.0, 2.0, 1.0, 0.0, 1.0]"
"Sr. Manager, Decision Science",TreviPay,"Overland Park, KS",155170.7366,187128.4184,"['python', 'statistics', 'regression', 'statistical modeling', 'machine learning', 'excel', 'compliance', 'communication skills']","[0, 1, 1, 1, 2, 7, 10, 10]","[1.0, 3.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 2.0]"
Lead AI Scientist,Luminate,"New York, NY",165000.0,255000.0,"['python', 'statistics', 'optimization', 'machine learning', 'deep learning', 'reinforcement learning', 'large language models', 'ai/ml', 'artificial intelligence', 'tensorflow', 'pytorch', 'aws', 'gcp', 'docker', 'kubernetes', 'ci/cd', 'business intelligence', 'model deployment', 'communication skills']","[0, 1, 1, 2, 2, 2, 2, 2, 2, 3, 3, 6, 6, 6, 6, 6, 7, 8, 10]","[1.0, 2.0, 6.0, 2.0, 0.0, 0.0, 5.0, 1.0, 1.0, 0.0, 1.0]"
Machine Learning Engineer,Apple,"Cupertino, CA",175800.0,264200.0,"['statistics', 'machine learning', 'deep learning', 'reinforcement learning', 'llm', 'rag', 'ai/ml', 'tensorflow', 'pytorch', 'model deployment']","[1, 2, 2, 2, 2, 2, 2, 3, 3, 8]","[0.0, 1.0, 6.0, 2.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0]"
"Senior AI Engineer, Quit for Life",RVO Health,"Minneapolis, MN",118650.0,158200.0,"['python', 'typescript', 'llm', 'rag', 'prompt engineering', 'ai engineering', 'embedding models', 'vector databases', 'mongodb', 'aws', 'docker', 'terraform', 'git', 'github', 'ci/cd']","[0, 0, 2, 2, 2, 2, 2, 2, 5, 6, 6, 6, 6, 6, 6]","[2.0, 0.0, 6.0, 0.0, 0.0, 1.0, 6.0, 0.0, 0.0, 0.0, 0.0]"
Optum Rx AI Capability Lead - Remote,Optum,"Schaumburg, IL 60159",106800.0,194200.0,"['python', 'java', 'optimization', 'machine learning', 'generative ai', 'artificial intelligence', 'finance', 'compliance', 'data privacy']","[0, 0, 1, 2, 2, 2, 10, 10, 10]","[2.0, 1.0, 3.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 3.0]"
"Executive Director, Head of Engineering - Data & AI",Sumitomo Mitsui Banking Corporation,"Scottsdale, AZ 85255",238000.0,265000.0,"['optimization', 'ai/ml', 'ai engineering', 'data science', 'predictive modeling', 'kafka', 'big data', 'etl', 'data warehousing', 'data modeling', 'azure', 'gcp', 'docker', 'kubernetes', 'ci/cd', 'security', 'data governance', 'project management']","[1, 2, 2, 2, 2, 4, 4, 4, 5, 5, 6, 6, 6, 6, 6, 10, 10, 10]","[0.0, 1.0, 4.0, 0.0, 3.0, 2.0, 5.0, 0.0, 0.0, 0.0, 3.0]"
Staff Software Engineer AI,"Mercury Insurance Services, LLC",Remote,86110.0,199452.0,"['python', 'java', 'c++', 'go', 'javascript', 'generative ai', 'ai engineering', 'kafka', 'nosql', 'aws', 'azure', 'docker', 'kubernetes', 'grpc', 'communication skills']","[0, 0, 0, 0, 0, 2, 2, 4, 5, 6, 6, 6, 6, 8, 10]","[5.0, 0.0, 2.0, 0.0, 1.0, 1.0, 4.0, 0.0, 1.0, 0.0, 1.0]"
AI/ML Engineer - Senior,"Huntridge Labs, LLC",Remote,180000.0,200000.0,"['python', 'machine learning', 'deep learning', 'ai/ml', 'tensorflow', 'pytorch', 'spark', 'databricks', 'aws', 'azure', 'gcp', 'docker', 'kubernetes', 'ci/cd', 'Kubeflow', 'data visualization', 'mlflow', 'model deployment', 'security']","[0, 2, 2, 2, 3, 3, 4, 4, 6, 6, 6, 6, 6, 6, 6, 7, 8, 8, 10]","[1.0, 0.0, 3.0, 2.0, 2.0, 0.0, 7.0, 1.0, 2.0, 0.0, 1.0]"
Senior Staff Business Data Analyst,Intuit,"Mountain View, CA 94043",160221.30120000002,238079.7751,"['python', 'javascript', 'statistics', 'databricks', 'sql', 'oracle', 'aws', 'tableau', 'data visualization', 'finance']","[0, 0, 1, 4, 5, 5, 6, 7, 7, 10]","[2.0, 1.0, 0.0, 0.0, 1.0, 2.0, 1.0, 2.0, 0.0, 0.0, 1.0]"
Senior Finance Data Analyst,Motorola Solutions,"Chicago, IL 60661",85000.0,125000.0,"['python', 'statistics', 'optimization', 'machine learning', 'data science', 'predictive modeling', 'numpy', 'pandas', 'sql', 'data modeling', 'aws', 'azure', 'gcp', 'tableau', 'power bi', 'economics', 'finance', 'security', 'data governance', 'unity']","[0, 1, 1, 2, 2, 2, 3, 3, 5, 5, 6, 6, 6, 7, 7, 10, 10, 10, 10, 10]","[1.0, 2.0, 3.0, 2.0, 0.0, 2.0, 3.0, 2.0, 0.0, 0.0, 5.0]"
